date,home_team,away_team,home_score,away_score,home_win
2022-12-09,Chicago,Winnipeg,1,3,0
2022-12-09,Edmonton,Minnesota,5,2,1
2022-12-09,Colorado,New York,1,2,0
2022-12-09,Arizona,Boston,4,3,1
2022-12-09,Vegas,Philadelphia,2,1,1
2022-12-09,Anaheim,San Jose,1,6,0
2022-12-10,Nashville,Ottawa,2,3,0
2022-12-10,Dallas,Detroit,3,2,1
2022-12-10,Tampa Bay,Florida,4,1,1
2022-12-10,Pittsburgh,Buffalo,3,1,1
2022-12-10,Toronto,Calgary,5,4,1
2022-12-10,Montréal,Los Angeles,2,4,0
2022-12-10,New York,Carolina,0,3,0
2022-12-10,Vancouver,Minnesota,0,3,0
2022-12-11,St. Louis,Colorado,2,3,0
2022-12-11,Columbus,Los Angeles,6,5,1
2022-12-11,Florida,Seattle,2,5,0
2022-12-11,Arizona,Philadelphia,5,4,1
2022-12-11,Winnipeg,Washington,2,5,0
2022-12-11,Vegas,Boston,1,3,0
2022-12-12,Montréal,Calgary,2,1,1
2022-12-12,Pittsburgh,Dallas,2,1,1
2022-12-12,New York,New Jersey,4,3,1
2022-12-12,Ottawa,Anaheim,3,0,1
2022-12-12,Minnesota,Edmonton,2,1,1
2022-12-12,St. Louis,Nashville,1,0,1
2022-12-13,Toronto,Anaheim,7,0,1
2022-12-13,Florida,Columbus,4,0,1
2022-12-13,New Jersey,Dallas,1,4,0
2022-12-13,Buffalo,Los Angeles,6,0,1
2022-12-13,Boston,New York,4,3,1
2022-12-13,Tampa Bay,Seattle,6,2,1
2022-12-13,Detroit,Carolina,0,1,0
2022-12-13,Nashville,Edmonton,3,6,0
2022-12-13,Winnipeg,Vegas,5,6,0
2022-12-13,Chicago,Washington,3,7,0
2022-12-13,Colorado,Philadelphia,3,2,1
2022-12-13,San Jose,Arizona,3,2,1
2022-12-14,Ottawa,Montréal,3,2,1
2022-12-14,Minnesota,Detroit,4,1,1
2022-12-14,Calgary,Vancouver,3,4,0
2022-12-15,Montréal,Anaheim,2,5,0
2022-12-15,Tampa Bay,Columbus,4,1,1
2022-12-15,Washington,Dallas,1,2,0
2022-12-15,Boston,Los Angeles,2,3,0
2022-12-15,New Jersey,Philadelphia,1,2,0
2022-12-15,Florida,Pittsburgh,2,4,0
2022-12-15,Carolina,Seattle,3,2,1
2022-12-15,New York,Toronto,3,1,1
2022-12-15,Winnipeg,Nashville,2,1,1
2022-12-15,Chicago,Vegas,1,4,0
2022-12-15,Colorado,Buffalo,2,4,0
2022-12-15,Edmonton,St. Louis,3,4,0
2022-12-16,Minnesota,Chicago,4,1,1
2022-12-16,Calgary,St. Louis,2,5,0
2022-12-16,Arizona,New York,5,4,1
2022-12-17,Boston,Columbus,4,2,1
2022-12-17,Detroit,Ottawa,3,6,0
2022-12-17,Edmonton,Anaheim,3,4,0
2022-12-17,Carolina,Dallas,5,4,1
2022-12-17,Philadelphia,New York,3,6,0
2022-12-17,Montréal,Tampa Bay,1,5,0
2022-12-17,Washington,Toronto,5,2,1
2022-12-17,New Jersey,Florida,2,4,0
2022-12-17,Arizona,Buffalo,2,5,0
2022-12-17,Colorado,Nashville,3,1,1
2022-12-17,Vegas,New York,2,5,0
2022-12-17,Vancouver,Winnipeg,1,5,0
2022-12-17,Los Angeles,San Jose,3,2,1
2022-12-18,Minnesota,Ottawa,4,2,1
2022-12-18,Carolina,Pittsburgh,3,2,1
2022-12-18,Chicago,New York,1,7,0
2022-12-18,Seattle,Winnipeg,3,2,1
2022-12-18,San Jose,Calgary,2,5,0
2022-12-19,Columbus,Dallas,1,2,0
2022-12-19,Washington,Detroit,4,3,1
2022-12-19,Boston,Florida,7,3,1
2022-12-19,Nashville,Edmonton,4,3,1
2022-12-19,Colorado,New York,1,0,1
2022-12-19,Vegas,Buffalo,2,3,0
2022-12-19,Arizona,Montréal,2,3,0
2022-12-19,Vancouver,St. Louis,1,5,0
2022-12-20,Philadelphia,Columbus,5,3,1
2022-12-20,Pittsburgh,New York,3,2,1
2022-12-20,Carolina,New Jersey,4,1,1
2022-12-20,Toronto,Tampa Bay,4,1,1
2022-12-20,Winnipeg,Ottawa,5,1,1
2022-12-20,Seattle,St. Louis,5,2,1
2022-12-20,Los Angeles,Anaheim,4,1,1
2022-12-20,San Jose,Calgary,3,7,0
2022-12-21,Florida,New Jersey,2,4,0
2022-12-21,Detroit,Tampa Bay,7,4,1
2022-12-21,Colorado,Montréal,2,1,1
2022-12-21,Chicago,Nashville,2,4,0
2022-12-21,Dallas,Edmonton,3,6,0
2022-12-21,Vegas,Arizona,5,2,1
2022-12-21,Anaheim,Minnesota,1,4,0
2022-12-22,Toronto,Philadelphia,4,3,1
2022-12-22,Pittsburgh,Carolina,3,4,0
2022-12-22,New York,New York,5,3,1
2022-12-22,Ottawa,Washington,2,3,0
2022-12-22,Boston,Winnipeg,3,2,1
2022-12-22,Vancouver,Seattle,6,5,1
2022-12-22,Los Angeles,Calgary,4,3,1
2022-12-22,San Jose,Minnesota,5,2,1
2022-12-23,New Jersey,Boston,3,4,0
2022-12-23,Carolina,Philadelphia,6,5,1
2022-12-23,Washington,Winnipeg,4,1,1
2022-12-23,New York,Florida,5,1,1
2022-12-23,Nashville,Colorado,2,3,0
2022-12-23,Dallas,Montréal,4,2,1
2022-12-23,Chicago,Columbus,5,2,1
2022-12-23,Edmonton,Vancouver,2,5,0
2022-12-23,Arizona,Los Angeles,2,1,1
2022-12-23,Vegas,St. Louis,5,4,1
2022-12-23,Anaheim,Calgary,2,3,0
2022-12-27,Ottawa,Boston,3,2,1
2022-12-27,Carolina,Chicago,3,0,1
2022-12-27,New York,Washington,0,4,0
2022-12-27,New York,Pittsburgh,5,1,1
2022-12-27,Nashville,Dallas,2,3,0
2022-12-27,Winnipeg,Minnesota,1,4,0
2022-12-27,St. Louis,Toronto,4,5,0
2022-12-27,Arizona,Colorado,6,3,1
2022-12-27,Calgary,Edmonton,1,2,0
2022-12-27,Vancouver,San Jose,6,2,1
2022-12-27,Los Angeles,Vegas,4,2,1
2022-12-28,Tampa Bay,Montréal,4,1,1
2022-12-28,New Jersey,Boston,1,3,0
2022-12-28,Pittsburgh,Detroit,4,5,0
2022-12-28,Seattle,Calgary,2,3,0
2022-12-28,Anaheim,Vegas,3,2,1
2022-12-29,Buffalo,Detroit,6,3,1
2022-12-29,Florida,Montréal,7,2,1
2022-12-29,Tampa Bay,New York,2,1,1
2022-12-29,Washington,Ottawa,3,4,0
2022-12-29,New York,Columbus,2,1,1
2022-12-29,St. Louis,Chicago,3,1,1
2022-12-29,Minnesota,Dallas,1,4,0
2022-12-29,Winnipeg,Vancouver,4,2,1
2022-12-29,Colorado,Los Angeles,4,5,0
2022-12-29,Arizona,Toronto,6,3,1
2022-12-29,San Jose,Philadelphia,3,4,0
2022-12-30,Anaheim,Nashville,1,6,0
2022-12-30,Pittsburgh,New Jersey,2,4,0
2022-12-30,Carolina,Florida,4,0,1
2022-12-30,Seattle,Edmonton,2,7,0
2022-12-31,Boston,Buffalo,3,4,0
2022-12-31,Columbus,Chicago,4,1,1
2022-12-31,Vegas,Nashville,5,4,1
2022-12-31,Washington,Montréal,9,2,1
2022-12-31,Los Angeles,Philadelphia,2,4,0
2022-12-31,Tampa Bay,Arizona,5,3,1
2022-12-31,St. Louis,Minnesota,2,5,0
2022-12-31,Detroit,Ottawa,4,2,1
2022-12-31,Colorado,Toronto,2,6,0
2022-12-31,Dallas,San Jose,5,2,1
2022-12-31,Calgary,Vancouver,3,2,1
2022-12-31,Edmonton,Winnipeg,1,2,0
2023-01-01,New Jersey,Carolina,4,5,0
2023-01-01,Florida,New York,3,5,0
2023-01-01,Ottawa,Buffalo,3,1,1
2023-01-01,Chicago,San Jose,2,5,0
2023-01-01,Seattle,New York,4,1,1
2023-01-02,Boston,Pittsburgh,2,1,1
2023-01-02,Colorado,Vegas,2,3,0
2023-01-02,Anaheim,Philadelphia,1,4,0
2023-01-03,Florida,Arizona,5,3,1
2023-01-03,Washington,Buffalo,4,5,0
2023-01-03,New York,Carolina,5,3,1
2023-01-03,Ottawa,Columbus,4,0,1
2023-01-03,Toronto,St. Louis,5,6,0
2023-01-03,Winnipeg,Calgary,3,2,1
2023-01-03,Nashville,Montréal,6,3,1
2023-01-03,Chicago,Tampa Bay,1,4,0
2023-01-03,Edmonton,Seattle,2,5,0
2023-01-03,Vancouver,New York,2,6,0
2023-01-03,Los Angeles,Dallas,3,2,1
2023-01-04,Detroit,New Jersey,1,5,0
2023-01-04,Minnesota,Tampa Bay,5,1,1
2023-01-04,Anaheim,Dallas,2,0,1
2023-01-05,Philadelphia,Arizona,6,2,1
2023-01-05,Montréal,New York,1,4,0
2023-01-05,Carolina,Nashville,3,5,0
2023-01-05,Toronto,Seattle,1,5,0
2023-01-05,New Jersey,St. Louis,3,5,0
2023-01-05,Columbus,Washington,2,6,0
2023-01-05,Edmonton,New York,4,2,1
2023-01-05,Vancouver,Colorado,4,2,1
2023-01-05,Vegas,Pittsburgh,5,2,1
2023-01-05,Los Angeles,Boston,2,5,0
2023-01-06,Washington,Nashville,2,3,0
2023-01-06,Detroit,Florida,2,3,0
2023-01-06,Winnipeg,Tampa Bay,4,2,1
2023-01-06,Chicago,Arizona,2,0,1
2023-01-06,Calgary,New York,4,1,1
2023-01-06,Anaheim,San Jose,5,4,1
2023-01-07,New Jersey,New York,4,3,1
2023-01-07,Columbus,Carolina,4,3,1
2023-01-07,Toronto,Detroit,4,1,1
2023-01-07,Buffalo,Minnesota,6,5,1
2023-01-07,Ottawa,Seattle,4,8,0
2023-01-07,Montréal,St. Louis,5,4,1
2023-01-07,Edmonton,Colorado,2,3,0
2023-01-07,Vegas,Los Angeles,1,5,0
2023-01-07,San Jose,Boston,2,4,0
2023-01-08,Winnipeg,Vancouver,7,4,1
2023-01-08,Dallas,Florida,5,1,1
2023-01-08,Washington,Columbus,1,0,1
2023-01-08,Chicago,Calgary,4,3,1
2023-01-08,Arizona,Pittsburgh,1,4,0
2023-01-08,Minnesota,St. Louis,0,3,0
2023-01-08,Philadelphia,Toronto,2,6,0
2023-01-08,Anaheim,Boston,1,7,0
2023-01-09,Buffalo,Philadelphia,0,4,0
2023-01-09,Ottawa,Nashville,0,3,0
2023-01-09,Montréal,Seattle,0,4,0
2023-01-09,Los Angeles,Edmonton,6,3,1
2023-01-10,Tampa Bay,Columbus,6,3,1
2023-01-10,New York,Minnesota,4,3,1
2023-01-10,Carolina,New Jersey,3,5,0
2023-01-10,Buffalo,Seattle,3,4,0
2023-01-10,Pittsburgh,Vancouver,5,4,1
2023-01-10,Detroit,Winnipeg,7,5,1
2023-01-10,New York,Dallas,1,2,0
2023-01-10,St. Louis,Calgary,4,3,1
2023-01-10,Arizona,San Jose,2,4,0
2023-01-10,Colorado,Florida,4,5,0
2023-01-11,Philadelphia,Washington,5,3,1
2023-01-11,Toronto,Nashville,2,1,1
2023-01-11,Anaheim,Edmonton,2,6,0
2023-01-11,Los Angeles,San Jose,4,3,1
2023-01-12,Columbus,Carolina,2,6,0
2023-01-12,New York,Dallas,2,1,1
2023-01-12,Montréal,Nashville,4,3,1
2023-01-12,Boston,Seattle,0,3,0
2023-01-12,Detroit,Toronto,4,1,1
2023-01-12,Tampa Bay,Vancouver,5,4,1
2023-01-12,Buffalo,Winnipeg,2,4,0
2023-01-12,New York,Minnesota,1,3,0
2023-01-12,St. Louis,Calgary,1,4,0
2023-01-12,Chicago,Colorado,3,2,1
2023-01-12,Arizona,Ottawa,3,5,0
2023-01-12,Vegas,Florida,4,2,1
2023-01-13,Pittsburgh,Winnipeg,1,4,0
2023-01-13,Anaheim,New Jersey,2,6,0
2023-01-13,San Jose,Edmonton,1,7,0
2023-01-14,Dallas,Calgary,5,6,0
2023-01-14,Detroit,Columbus,3,4,0
2023-01-14,New York,Montréal,2,1,1
2023-01-14,Colorado,Ottawa,7,0,1
2023-01-14,Washington,Philadelphia,1,3,0
2023-01-14,Carolina,Pittsburgh,2,1,1
2023-01-14,Boston,Toronto,4,3,1
2023-01-14,Florida,Vancouver,4,3,1
2023-01-14,Minnesota,Arizona,2,1,1
2023-01-14,Nashville,Buffalo,3,5,0
2023-01-14,Chicago,Seattle,5,8,0
2023-01-14,St. Louis,Tampa Bay,2,4,0
2023-01-14,Vegas,Edmonton,3,4,0
2023-01-14,Los Angeles,New Jersey,2,5,0
2023-01-15,New York,Montréal,1,2,0
2023-01-15,Carolina,Vancouver,3,4,0
2023-01-15,Winnipeg,Arizona,2,1,1
2023-01-16,Buffalo,Florida,1,4,0
2023-01-16,Boston,Philadelphia,6,0,1
2023-01-16,Colorado,Detroit,6,3,1
2023-01-16,San Jose,New Jersey,3,4,0
2023-01-16,Seattle,Tampa Bay,1,4,0
2023-01-16,Vegas,Dallas,0,4,0
2023-01-16,Pittsburgh,Anaheim,4,3,1
2023-01-16,Columbus,New York,1,3,0
2023-01-16,New York,Washington,3,4,0
2023-01-16,Nashville,Calgary,2,1,1
2023-01-16,St. Louis,Ottawa,2,1,1
2023-01-17,Philadelphia,Anaheim,5,2,1
2023-01-17,Toronto,Florida,5,4,1
2023-01-17,Washington,Minnesota,2,4,0
2023-01-17,Montréal,Winnipeg,4,1,1
2023-01-17,Nashville,Columbus,2,1,1
2023-01-17,Chicago,Buffalo,4,3,1
2023-01-17,Arizona,Detroit,4,3,1
2023-01-17,Edmonton,Seattle,5,2,1
2023-01-18,Ottawa,Pittsburgh,5,4,1
2023-01-18,New York,Boston,1,4,0
2023-01-18,Calgary,Colorado,1,4,0
2023-01-18,Vancouver,Tampa Bay,2,5,0
2023-01-18,San Jose,Dallas,5,3,1
2023-01-19,Columbus,Anaheim,3,5,0
2023-01-19,New York,Boston,1,3,0
2023-01-19,Philadelphia,Chicago,1,4,0
2023-01-19,Montréal,Florida,2,6,0
2023-01-19,Carolina,Minnesota,5,2,1
2023-01-19,Toronto,Winnipeg,4,1,1
2023-01-19,Buffalo,New York,3,2,1
2023-01-19,St. Louis,Nashville,5,2,1
2023-01-19,Edmonton,Tampa Bay,5,3,1
2023-01-19,Arizona,Washington,0,4,0
2023-01-19,Vegas,Detroit,2,3,0
2023-01-19,Seattle,New Jersey,4,3,1
2023-01-19,Los Angeles,Dallas,0,4,0
2023-01-20,Pittsburgh,Ottawa,4,1,1
2023-01-20,Vancouver,Colorado,1,4,0
2023-01-21,Buffalo,Anaheim,6,3,1
2023-01-21,Calgary,Tampa Bay,6,3,1
2023-01-21,Florida,Minnesota,5,3,1
2023-01-21,Detroit,Philadelphia,1,2,0
2023-01-21,Columbus,San Jose,5,3,1
2023-01-21,Montréal,Toronto,3,2,1
2023-01-21,Ottawa,Winnipeg,1,5,0
2023-01-21,New York,Carolina,2,5,0
2023-01-21,Dallas,Arizona,4,0,1
2023-01-21,St. Louis,Chicago,3,5,0
2023-01-21,Nashville,Los Angeles,5,3,1
2023-01-21,Seattle,Colorado,1,2,0
2023-01-21,Vancouver,Edmonton,2,4,0
2023-01-21,Vegas,Washington,6,2,1
2023-01-22,New Jersey,Pittsburgh,2,1,1
2023-01-22,Chicago,Los Angeles,1,2,0
2023-01-22,Boston,San Jose,4,0,1
2023-01-22,Philadelphia,Winnipeg,3,5,0
2023-01-22,Arizona,Vegas,4,1,1
2023-01-23,New York,Florida,6,2,1
2023-01-23,Toronto,New York,5,2,1
2023-01-23,Dallas,Buffalo,2,3,0
2023-01-23,Calgary,Columbus,4,3,1
2023-01-24,Montréal,Boston,2,4,0
2023-01-24,Pittsburgh,Florida,7,6,1
2023-01-24,Philadelphia,Los Angeles,3,4,0
2023-01-24,Tampa Bay,Minnesota,4,2,1
2023-01-24,Detroit,San Jose,3,2,1
2023-01-24,New Jersey,Vegas,3,2,1
2023-01-24,St. Louis,Buffalo,3,5,0
2023-01-24,Nashville,Winnipeg,2,1,1
2023-01-24,Arizona,Anaheim,2,5,0
2023-01-24,Colorado,Washington,3,2,1
2023-01-24,Vancouver,Chicago,5,2,1
2023-01-25,Ottawa,New York,2,1,1
2023-01-25,Toronto,New York,3,2,1
2023-01-25,Dallas,Carolina,2,3,0
2023-01-25,Edmonton,Columbus,2,3,0
2023-01-25,Seattle,Vancouver,6,1,1
2023-01-26,Tampa Bay,Boston,3,2,1
2023-01-26,Montréal,Detroit,3,4,0
2023-01-26,Washington,Pittsburgh,3,2,1
2023-01-26,Winnipeg,Buffalo,2,3,0
2023-01-26,Nashville,New Jersey,6,4,1
2023-01-26,Minnesota,Philadelphia,3,2,1
2023-01-26,Colorado,Anaheim,3,5,0
2023-01-26,Calgary,Chicago,1,5,0
2023-01-26,Arizona,St. Louis,5,0,1
2023-01-27,New York,Detroit,2,0,1
2023-01-27,Florida,Los Angeles,3,4,0
2023-01-27,Toronto,Ottawa,2,6,0
2023-01-27,Carolina,San Jose,5,4,1
2023-01-27,New York,Vegas,4,1,1
2023-01-27,Dallas,New Jersey,2,3,0
2023-01-27,Seattle,Calgary,2,5,0
2023-01-27,Vancouver,Columbus,5,2,1
2023-01-28,Colorado,St. Louis,4,2,1
2023-01-28,Florida,Boston,4,3,1
2023-01-28,Tampa Bay,Los Angeles,5,2,1
2023-01-28,Ottawa,Montréal,5,0,1
2023-01-28,Winnipeg,Philadelphia,0,4,0
2023-01-28,Pittsburgh,San Jose,4,6,0
2023-01-28,New York,Vegas,2,1,1
2023-01-28,Minnesota,Buffalo,3,2,1
2023-01-28,Edmonton,Chicago,7,3,1
2023-01-28,Seattle,Columbus,3,1,1
2023-01-28,Anaheim,Arizona,2,1,1
2023-01-29,Carolina,Boston,4,1,1
2023-01-29,Toronto,Washington,5,1,1
2023-01-30,Winnipeg,St. Louis,4,2,1
2023-01-31,Carolina,Los Angeles,5,4,1
2023-01-31,Montréal,Ottawa,4,5,0
2023-01-31,Columbus,Washington,3,4,0
2023-02-01,Buffalo,Carolina,1,5,0
2023-02-01,Toronto,Boston,2,5,0
2023-02-06,Philadelphia,New York,1,2,0
2023-02-06,Florida,Tampa Bay,7,1,1
2023-02-06,New York,Calgary,5,4,1
2023-02-06,New Jersey,Vancouver,5,4,1
2023-02-06,Dallas,Anaheim,3,2,1
2023-02-06,Arizona,Minnesota,3,2,1
2023-02-07,Pittsburgh,Colorado,2,1,1
2023-02-07,Tampa Bay,San Jose,3,4,0
2023-02-07,Detroit,Edmonton,2,5,0
2023-02-07,New York,Seattle,4,0,1
2023-02-07,Nashville,Vegas,1,5,0
2023-02-07,Chicago,Anaheim,2,3,0
2023-02-08,New York,Vancouver,4,3,1
2023-02-08,Dallas,Minnesota,4,1,1
2023-02-09,Tampa Bay,Colorado,5,0,1
2023-02-09,Philadelphia,Edmonton,2,1,1
2023-02-09,Florida,San Jose,4,1,1
2023-02-09,New Jersey,Seattle,3,1,1
2023-02-09,Detroit,Calgary,2,1,1
2023-02-09,New York,Vancouver,5,6,0
2023-02-09,Minnesota,Vegas,1,5,0
2023-02-10,New York,Seattle,6,3,1
2023-02-10,Columbus,Toronto,0,3,0
2023-02-10,Chicago,Arizona,4,3,1
2023-02-10,Anaheim,Pittsburgh,3,6,0
2023-02-11,Detroit,Vancouver,5,2,1
2023-02-11,Buffalo,Calgary,2,7,0
2023-02-11,Ottawa,Edmonton,3,6,0
2023-02-11,Montréal,New York,4,3,1
2023-02-11,Philadelphia,Nashville,1,2,0
2023-02-11,Dallas,Tampa Bay,1,3,0
2023-02-11,Boston,Washington,1,2,0
2023-02-11,Florida,Colorado,3,5,0
2023-02-11,Toronto,Columbus,3,4,0
2023-02-11,Carolina,New York,2,6,0
2023-02-11,St. Louis,Arizona,6,5,1
2023-02-11,Minnesota,New Jersey,3,2,1
2023-02-11,Winnipeg,Chicago,4,1,1
2023-02-11,Los Angeles,Pittsburgh,6,0,1
2023-02-12,Montréal,Edmonton,6,2,1
2023-02-12,Philadelphia,Seattle,3,4,0
2023-02-12,Washington,San Jose,1,4,0
2023-02-12,Vegas,Anaheim,7,2,1
2023-02-13,Ottawa,Calgary,4,3,1
2023-02-13,Nashville,Arizona,2,4,0
2023-02-13,Minnesota,Florida,1,2,0
2023-02-13,Vancouver,Detroit,1,6,0
2023-02-13,Los Angeles,Buffalo,5,2,1
2023-02-14,Washington,Carolina,2,3,0
2023-02-14,Montréal,Chicago,4,0,1
2023-02-14,Columbus,New Jersey,2,3,0
2023-02-14,New York,Ottawa,2,3,0
2023-02-14,St. Louis,Florida,6,2,1
2023-02-14,Winnipeg,Seattle,3,2,1
2023-02-14,Dallas,Boston,2,3,0
2023-02-14,Colorado,Tampa Bay,3,4,0
2023-02-14,San Jose,Pittsburgh,1,3,0
2023-02-15,Toronto,Chicago,5,2,1
2023-02-15,Arizona,Tampa Bay,1,0,1
2023-02-15,Minnesota,Colorado,2,3,0
2023-02-15,Edmonton,Detroit,4,5,0
2023-02-15,Anaheim,Buffalo,3,7,0
2023-02-15,Vancouver,New York,4,6,0
2023-02-16,Washington,Florida,3,6,0
2023-02-16,Carolina,Montréal,6,2,1
2023-02-16,Columbus,Winnipeg,3,1,1
2023-02-16,Nashville,Boston,0,5,0
2023-02-16,St. Louis,New Jersey,4,2,1
2023-02-16,Calgary,Detroit,2,5,0
2023-02-16,Seattle,Philadelphia,6,2,1
2023-02-16,Vegas,San Jose,2,1,1
2023-02-17,Ottawa,Chicago,3,4,0
2023-02-17,New York,Pittsburgh,5,4,1
2023-02-17,Minnesota,Dallas,2,1,1
2023-02-17,Edmonton,New York,4,5,0
2023-02-17,Anaheim,Los Angeles,3,6,0
2023-02-18,St. Louis,Colorado,1,4,0
2023-02-18,Nashville,Florida,7,3,1
2023-02-18,Boston,New York,6,2,1
2023-02-18,Pittsburgh,New Jersey,2,5,0
2023-02-18,Dallas,Columbus,1,4,0
2023-02-18,Toronto,Montréal,5,1,1
2023-02-18,Carolina,Washington,4,1,1
2023-02-18,Calgary,New York,3,2,1
2023-02-18,Vancouver,Philadelphia,6,2,1
2023-02-18,Los Angeles,Arizona,6,5,1
2023-02-18,San Jose,Buffalo,2,4,0
2023-02-18,Seattle,Detroit,4,2,1
2023-02-18,Vegas,Tampa Bay,5,4,1
2023-02-19,Minnesota,Nashville,4,3,1
2023-02-19,Ottawa,St. Louis,7,2,1
2023-02-19,Colorado,Edmonton,6,5,1
2023-02-19,Chicago,Toronto,5,3,1
2023-02-19,New Jersey,Winnipeg,4,2,1
2023-02-19,Arizona,Columbus,3,2,1
2023-02-20,Florida,Anaheim,4,3,1
2023-02-20,Boston,Ottawa,3,1,1
2023-02-20,Calgary,Philadelphia,3,4,0
2023-02-20,San Jose,Seattle,4,0,1
2023-02-20,Pittsburgh,New York,2,4,0
2023-02-20,New York,Winnipeg,1,4,0
2023-02-21,Tampa Bay,Anaheim,6,1,1
2023-02-21,Washington,Detroit,1,3,0
2023-02-21,New Jersey,Montréal,2,5,0
2023-02-21,Carolina,St. Louis,4,1,1
2023-02-21,Buffalo,Toronto,3,6,0
2023-02-21,Minnesota,Los Angeles,2,1,1
2023-02-21,Nashville,Vancouver,5,4,1
2023-02-21,Chicago,Vegas,3,2,1
2023-02-21,Edmonton,Philadelphia,4,2,1
2023-02-22,New York,Winnipeg,2,1,1
2023-02-22,Dallas,Chicago,3,4,0
2023-02-22,Arizona,Calgary,3,6,0
2023-02-23,Washington,Anaheim,2,4,0
2023-02-23,Tampa Bay,Buffalo,5,6,0
2023-02-23,Pittsburgh,Edmonton,2,7,0
2023-02-23,New Jersey,Los Angeles,4,3,1
2023-02-23,Columbus,Minnesota,0,2,0
2023-02-23,Detroit,New York,4,1,1
2023-02-23,St. Louis,Vancouver,2,3,0
2023-02-23,Vegas,Calgary,4,3,1
2023-02-23,Seattle,Boston,5,6,0
2023-02-23,San Jose,Nashville,2,6,0
2023-02-24,Florida,Buffalo,1,3,0
2023-02-24,Toronto,Minnesota,2,1,1
2023-02-24,Philadelphia,Montréal,2,5,0
2023-02-24,Carolina,Ottawa,4,0,1
2023-02-24,New York,Los Angeles,2,3,0
2023-02-24,Winnipeg,Colorado,1,5,0
2023-02-25,Columbus,Edmonton,6,5,1
2023-02-25,Washington,New York,6,3,1
2023-02-25,St. Louis,Pittsburgh,2,3,0
2023-02-25,Carolina,Anaheim,2,3,0
2023-02-25,Vancouver,Boston,1,3,0
2023-02-25,Montréal,Ottawa,2,5,0
2023-02-25,New Jersey,Philadelphia,7,0,1
2023-02-25,Detroit,Tampa Bay,0,3,0
2023-02-25,Colorado,Calgary,4,1,1
2023-02-25,Vegas,Dallas,2,3,0
2023-02-25,San Jose,Chicago,3,4,0
2023-02-26,Buffalo,Washington,7,4,1
2023-02-26,Minnesota,Columbus,3,2,1
2023-02-26,Winnipeg,New York,0,4,0
2023-02-26,New York,Los Angeles,5,2,1
2023-02-26,Pittsburgh,Tampa Bay,7,3,1
2023-02-26,Arizona,Nashville,2,6,0
2023-02-26,Seattle,Toronto,1,5,0
2023-02-27,Ottawa,Detroit,6,2,1
2023-02-27,Edmonton,Boston,2,3,0
2023-02-27,Dallas,Vancouver,4,5,0
2023-02-27,Colorado,Vegas,3,0,1
2023-02-27,Anaheim,Chicago,4,2,1
2023-02-28,Ottawa,Detroit,6,1,1
2023-02-28,Tampa Bay,Florida,1,4,0
2023-02-28,Buffalo,Columbus,3,5,0
2023-02-28,Winnipeg,Los Angeles,5,6,0
2023-02-28,Minnesota,New York,2,1,1
2023-02-28,Nashville,Pittsburgh,1,3,0
2023-02-28,St. Louis,Seattle,3,5,0
2023-02-28,Calgary,Boston,3,4,0
2023-02-28,Arizona,Chicago,4,1,1
2023-02-28,San Jose,Montréal,1,3,0
2023-03-01,Philadelphia,New York,2,3,0
2023-03-01,Edmonton,Toronto,5,2,1
2023-03-01,Dallas,Arizona,4,2,1
2023-03-01,Colorado,New Jersey,5,7,0
2023-03-01,Vegas,Carolina,3,2,1
2023-03-01,Anaheim,Washington,2,3,0
2023-03-02,Boston,Buffalo,7,1,1
2023-03-02,Florida,Nashville,1,2,0
2023-03-02,New York,Ottawa,3,5,0
2023-03-02,Tampa Bay,Pittsburgh,4,5,0
2023-03-02,Detroit,Seattle,4,5,0
2023-03-02,Chicago,Dallas,2,5,0
2023-03-02,Calgary,Toronto,1,2,0
2023-03-02,Vancouver,Minnesota,1,2,0
2023-03-02,Los Angeles,Montréal,3,2,1
2023-03-02,San Jose,St. Louis,3,6,0
2023-03-03,Columbus,Seattle,2,4,0
2023-03-03,Edmonton,Winnipeg,6,3,1
2023-03-03,Arizona,Carolina,1,6,0
2023-03-03,Anaheim,Montréal,3,2,1
2023-03-03,Vegas,New Jersey,4,3,1
2023-03-04,Buffalo,Tampa Bay,5,3,1
2023-03-04,New York,Detroit,4,1,1
2023-03-04,Boston,New York,4,2,1
2023-03-04,Dallas,Colorado,7,3,1
2023-03-04,Florida,Pittsburgh,4,1,1
2023-03-04,San Jose,Washington,3,8,0
2023-03-04,Ottawa,Columbus,5,2,1
2023-03-04,Winnipeg,Edmonton,7,5,1
2023-03-04,Vancouver,Toronto,4,1,1
2023-03-04,Chicago,Nashville,1,3,0
2023-03-04,Calgary,Minnesota,0,3,0
2023-03-04,Los Angeles,St. Louis,4,2,1
2023-03-05,Carolina,Tampa Bay,6,0,1
2023-03-05,Philadelphia,Detroit,3,1,1
2023-03-05,Vegas,Montréal,4,3,1
2023-03-05,Arizona,New Jersey,4,5,0
2023-03-05,Colorado,Seattle,2,3,0
2023-03-06,Buffalo,Edmonton,2,3,0
2023-03-06,Winnipeg,San Jose,2,3,0
2023-03-06,Dallas,Calgary,4,5,0
2023-03-06,Chicago,Ottawa,5,0,1
2023-03-06,Vancouver,Nashville,4,3,1
2023-03-06,Los Angeles,Washington,4,2,1
2023-03-07,Montréal,Carolina,3,4,0
2023-03-07,Pittsburgh,Columbus,5,4,1
